Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
vafadari shayari,28,28,140,28,0.00,https://eknazariya.com/,0,0,0.00,0.33,124,"67, 100, 81, 81, 81, 81, 81, 52, 33, 67, 81, 52",2026-07-18,"Image pack, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
shayari bhejiye,12,12,140,43,0.00,https://eknazariya.com/,0,0,0.00,0.33,123,"54, 65, 81, 81, 54, 54, 100, 54, 35, 42, 42, 35",2026-07-13,"Image pack, Reviews, Video, Video Carousel, People also ask, Related searches",informational,Organic
national shayari,16,16,210,19,0.00,https://eknazariya.com/,0,0,0.00,0.33,113,"23, 29, 100, 35, 29, 29, 35, 100, 35, 29, 19, 19",2026-07-14,"Image pack, Reviews, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
top urdu shayari,15,15,110,33,0.00,https://eknazariya.com/,0,0,0.00,0.33,144,"79, 79, 64, 64, 79, 100, 79, 79, 79, 64, 64, 79",2026-08-01,"Image pack, Sitelinks, Reviews, Video, Image, Video Carousel, Related searches, AI overview",informational,Organic
badalne par shayari,20,20,110,21,0.00,https://eknazariya.com/,0,0,0.00,0.33,127,"10, 2, 100, 10, 2, 4, 15, 100, 2, 23, 2, 2",2026-07-18,"Image pack, Reviews, Video, Video Carousel, People also ask, Related searches",informational,Organic
jahar shayari,25,25,110,18,0.00,https://eknazariya.com/,0,0,0.00,0.33,143,"100, 100, 100, 82, 53, 53, 53, 65, 41, 65, 41, 53",2026-07-04,"Image pack, Reviews, Video, People also ask, Related searches",informational,Organic
dil shayari in hindi,23,23,590,11,0.00,https://eknazariya.com/,0,0,0.00,0,133,"67, 82, 67, 55, 55, 55, 55, 67, 67, 82, 82, 100",2026-07-12,"Sitelinks, Reviews, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
my shayari,15,15,210,40,0.00,https://eknazariya.com/,0,0,0.00,0.33,142,"100, 81, 81, 100, 65, 65, 81, 100, 65, 81, 54, 81",2026-07-09,"Image pack, Reviews, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
shayari bhejo,14,14,170,35,0.00,https://eknazariya.com/,0,0,0.00,0.33,128,"81, 81, 81, 67, 67, 81, 67, 67, 81, 100, 67, 52",2026-08-02,"Image pack, Reviews, Video, Image, People also ask, Related searches",informational,Organic
shayari on mukammal,19,19,260,28,0.00,https://eknazariya.com/,0,0,0.00,0.33,137,"1, 6, 15, 36, 44, 44, 100, 67, 44, 36, 1, 1",2026-07-08,"Image pack, Reviews, Video, Image, People also ask, Related searches",informational,Organic
shayari ka matlab,33,33,260,26,0.00,https://eknazariya.com/,0,0,0.00,0.33,122,"53, 100, 81, 66, 66, 66, 81, 100, 81, 81, 53, 53",2026-06-30,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
shayari dictionary,21,21,320,21,0.00,https://eknazariya.com/,0,0,0.00,0.01,124,"5, 8, 36, 66, 81, 66, 100, 100, 81, 81, 2, 2",2026-07-08,"Reviews, Video, Video Carousel, Related searches, AI overview",informational,Organic
best line shayari,20,20,390,35,0.00,https://eknazariya.com/,0,0,0.00,0.33,118,"100, 100, 81, 100, 81, 100, 81, 100, 81, 81, 67, 67",2026-07-05,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",commercial,Organic
shayari on hindi language,16,16,210,30,0.00,https://eknazariya.com/,0,0,0.00,0.33,148,"19, 19, 36, 100, 19, 24, 29, 29, 36, 29, 29, 44",2026-07-13,"Image pack, Reviews, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
sar ke liye shayari,10,10,110,23,0.00,https://eknazariya.com/,0,0,0.00,0.33,142,"34, 34, 100, 22, 34, 66, 28, 44, 22, 34, 28, 16",2026-07-23,"Image pack, Reviews, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
laal rang shayari,35,35,320,25,0.00,https://eknazariya.com/,0,0,0.00,0.33,111,"15, 12, 44, 54, 54, 36, 67, 67, 67, 100, 6, 6",2026-06-24,"Image pack, Reviews, Video, People also ask, Related searches",informational,Organic
sayr,9,9,110,43,0.00,https://eknazariya.com/,0,0,0.00,0.2,132,"36, 100, 3, 2, 2, 2, 15, 5, 2, 2, 8, 44",2026-07-04,"Knowledge panel, Reviews, Video, Ads top, Video Carousel, People also ask, Related searches, Ads middle",informational,Organic
accounts shayari,28,28,110,12,0.00,https://eknazariya.com/,0,0,0.00,0,90800000,"50, 100, 64, 64, 79, 64, 100, 100, 79, 64, 50, 79",2026-07-12,"Video, Video Carousel, People also ask",informational,Organic
accounts shayari,29,29,110,12,0.00,https://eknazariya.com/,0,0,0.00,0,90800000,"50, 100, 64, 64, 79, 64, 100, 100, 79, 64, 50, 79",2026-07-12,"Video, Video Carousel, People also ask",informational,Organic
shayari of gulzar sahab,16,16,110,26,0.00,https://eknazariya.com/gulzar-shayari-1,0,0,0.00,0,146,"27, 42, 54, 35, 35, 42, 19, 15, 54, 65, 65, 100",2026-07-01,"Image pack, Reviews, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
shayari ki dayari,17,17,140,24,0.00,https://eknazariya.com/,0,0,0.00,0.33,149,"52, 52, 67, 81, 43, 81, 67, 81, 52, 100, 43, 24",2026-07-12,"Image pack, Reviews, Video, Image, People also ask, Related searches",informational,Organic
shayari box,19,19,320,28,0.00,https://eknazariya.com/,0,0,0.00,0.33,118,"7, 15, 36, 81, 66, 81, 66, 81, 100, 100, 5, 3",2026-07-08,"Image pack, Reviews, Video, People also ask, Related searches",informational,Organic
tere liye shayari,21,21,170,27,0.00,https://eknazariya.com/,0,0,0.00,0.33,142,"100, 81, 81, 81, 81, 100, 100, 81, 81, 81, 67, 67",2026-07-08,"Image pack, Reviews, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
traditional shayari,8,8,140,28,0.00,https://eknazariya.com/,0,0,0.00,0.33,149,"52, 67, 67, 81, 52, 67, 100, 100, 81, 52, 33, 33",2026-08-10,"Image pack, Reviews, Image, Ads top, Ads bottom, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
shair o shari,12,12,110,24,0.00,https://eknazariya.com/,0,0,0.00,0.33,127,"64, 100, 100, 100, 79, 79, 79, 79, 100, 50, 64, 50",2026-07-06,"Image pack, Video, Image, Video Carousel, Related searches, AI overview",informational,Organic
gulzar ji ki shayari,9,9,140,21,0.00,https://eknazariya.com/gulzar-shayari-1,0,0,0.00,0.33,138,"67, 81, 100, 100, 67, 81, 67, 67, 67, 43, 43, 43",2026-07-08,"Image pack, Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches",informational,Organic
popular hashtags in hindi,20,20,140,23,0.00,https://eknazariya.com/hashtags-%23shayri,0,0,0.00,0.33,122,"67, 44, 54, 100, 2, 19, 6, 2, 2, 15, 6, 2",2026-08-14,"Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
12 class shayari,18,14,210,27,0.00,https://eknazariya.com/,0,0,0.00,0,133,"15, 12, 7, 15, 12, 19, 15, 10, 36, 54, 100, 24",2026-08-20,"Image pack, Reviews, Video, Video Carousel, People also ask, Related searches",informational,Organic
lajawab shayari,23,23,590,24,0.00,https://eknazariya.com/,0,0,0.00,0.33,128,"81, 100, 100, 100, 100, 66, 100, 100, 100, 81, 81, 81",2026-07-18,"Image pack, Reviews, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
gulzar life quotes in hindi,12,12,110,21,0.00,https://eknazariya.com/gulzar-shayari-1,0,0,0.00,0.33,149,"100, 100, 100, 64, 50, 64, 100, 50, 50, 64, 79, 50",2026-08-09,"Image pack, Sitelinks, Reviews, Video, Featured snippet, Image, Related searches",informational,Organic
shayari likhne wala,17,17,110,27,0.00,https://eknazariya.com/,0,0,0.00,0.33,128,"52, 43, 52, 52, 43, 52, 67, 100, 81, 67, 52, 43",2026-07-02,"Image pack, Reviews, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
reply shayari in hindi,15,15,110,19,0.00,https://eknazariya.com/,0,0,0.00,0.33,136,"65, 24, 41, 53, 82, 65, 53, 65, 82, 82, 100, 29",2026-06-18,"Image pack, Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
best shayari writer,10,10,110,31,0.00,https://eknazariya.com/,0,0,0.00,0.01,166,"50, 50, 64, 50, 64, 79, 100, 100, 100, 79, 100, 79",2026-08-13,"Image pack, Reviews, Video, People also ask, Related searches, AI overview",commercial,Organic
jharna shayari,21,21,140,17,0.00,https://eknazariya.com/,0,0,0.00,0.33,144,"81, 100, 65, 65, 54, 42, 54, 35, 42, 15, 15, 27",2026-08-05,"Image pack, Reviews, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
awaaz shayari,38,38,210,20,0.00,https://eknazariya.com/,0,0,0.00,0.33,137,"100, 100, 81, 81, 81, 81, 66, 66, 53, 66, 53, 44",2026-07-06,"Image pack, Reviews, Video, Image, People also ask, Related searches",informational,Organic
mirza galib shayari,24,24,390,30,0.00,https://eknazariya.com/ghalib-shayari,0,0,0.00,0,151,"100, 100, 81, 81, 81, 81, 81, 81, 81, 54, 54, 54",2026-07-10,"Knowledge panel, Reviews, Video, Video Carousel, People also ask, Related searches",informational,Organic
india shayari project,42,42,390,26,0.00,https://eknazariya.com/,0,0,0.00,0,117,"0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 17, 34",2026-07-09,"Knowledge panel, Reviews, Video, Image, People also ask, Related searches, AI overview","informational, transactional",Organic
gulzar in hindi,52,52,590,36,0.00,https://eknazariya.com/gulzar-shayari-1,0,0,0.00,0.33,142,"67, 100, 82, 82, 82, 82, 82, 67, 55, 44, 44, 44",2026-08-15,"Knowledge panel, Reviews, Video, Image, People also ask, Related searches, AI overview",informational,Organic
upper syari,43,43,170,27,0.00,https://eknazariya.com/,0,0,0.00,0.01,218000,"100, 100, 100, 67, 67, 67, 52, 81, 52, 52, 67, 81",2026-07-11,"Knowledge panel, Sitelinks, Reviews, Video, Related searches, AI overview",informational,Organic
latest shayari in hindi,10,10,720,51,0.00,https://eknazariya.com/,0,0,0.00,0.33,150,"82, 82, 82, 100, 100, 82, 100, 100, 82, 82, 82, 82",2026-07-11,"Reviews, Video, Image, Video Carousel, People also ask, Related searches, AI overview","commercial, informational",Organic
sad shayari written,21,21,210,30,0.00,https://eknazariya.com/best-sad-shayari,0,0,0.00,0.33,119,"66, 66, 66, 81, 66, 100, 100, 81, 81, 53, 53, 44",2026-08-17,"Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related searches, AI overview",informational,Organic
hindi shayari copy,21,21,480,29,0.00,https://eknazariya.com/,0,0,0.00,0.33,133,"82, 67, 67, 44, 44, 67, 67, 67, 54, 54, 67, 100",2026-07-31,"Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related searches",commercial,Organic
gajab shayari,31,31,210,17,0.00,https://eknazariya.com/,0,0,0.00,0.33,126,"100, 100, 100, 100, 81, 81, 100, 100, 81, 81, 81, 54",2026-07-15,"Image pack, Reviews, Video, People also ask, Related searches",informational,Organic
galib ka sher,12,12,170,27,0.00,https://eknazariya.com/ghalib-shayari,0,0,0.00,0.01,144,"12, 19, 54, 54, 100, 19, 24, 19, 15, 15, 24, 15",2026-07-11,"Image pack, Reviews, Video, Image, Video Carousel, People also ask, Related searches, Ads middle, AI overview",informational,Organic
short line shayari,20,20,110,17,0.00,https://eknazariya.com/,0,0,0.00,0.33,121,"65, 65, 65, 65, 65, 65, 100, 82, 82, 82, 65, 65",2026-06-27,"Image pack, Sitelinks, Reviews, Video, Featured snippet, People also ask, Related searches",informational,Organic
muskurati raho shayari,39,39,170,19,0.00,https://eknazariya.com/,0,0,0.00,0,143,"81, 65, 81, 42, 27, 54, 54, 100, 81, 81, 81, 81",2026-08-09,"Image pack, Reviews, Video, Related searches, AI overview",informational,Organic
gulzar sahab hindi shayari,15,15,260,25,0.00,https://eknazariya.com/gulzar-shayari-1,0,0,0.00,0.02,150,"5, 15, 44, 54, 100, 81, 81, 66, 54, 81, 2, 2",2026-07-19,"Image pack, Sitelinks, Reviews, Video, Image, Video Carousel, Related searches",informational,Organic
shayari d,10,10,110,41,0.00,https://eknazariya.com/,0,0,0.00,0.33,145,"64, 79, 64, 79, 64, 64, 100, 100, 79, 79, 64, 64",2026-07-07,"Reviews, Video, Ads bottom, Video Carousel, People also ask, Related searches, Ads middle, AI overview",informational,Organic
shayari in hindi copy,14,14,390,43,0.00,https://eknazariya.com/,0,0,0.00,0.33,118,"81, 81, 66, 100, 81, 81, 66, 44, 36, 29, 29, 36",2026-08-06,"Reviews, Related searches",commercial,Organic
shayari bazar,18,18,1600,14,0.00,https://eknazariya.com/,0,0,0.00,0.33,0,"79, 79, 100, 79, 79, 67, 79, 67, 54, 54, 54, 54",2026-07-18,"Image pack, Sitelinks, Reviews, Video, Image, Related searches",navigational,Organic
shayari in hindi 4 line,32,32,210,3,0.00,https://eknazariya.com/,0,0,0.00,0.33,143,"65, 65, 65, 65, 65, 100, 100, 81, 100, 81, 81, 65",2026-06-26,"Image pack, Reviews, Video, Related searches",commercial,Organic
deewana shayari hindi,18,18,140,12,0.00,https://eknazariya.com/,0,0,0.00,0.33,17,"1, 1, 1, 1, 67, 100, 1, 1, 1, 2, 1, 5",2026-07-19,"Image pack, Reviews, Video, Image, People also ask, Related searches, AI overview",informational,Organic
shayari free download,31,31,140,26,0.00,https://eknazariya.com/,0,0,0.00,0.01,79300000,"100, 82, 100, 65, 82, 82, 100, 100, 82, 82, 65, 65",2026-06-27,"Reviews, People also ask, Related searches, AI overview",informational,Organic
kashti shayari,34,34,170,15,0.00,https://eknazariya.com/,0,0,0.00,0.33,124,"65, 81, 65, 54, 65, 100, 81, 100, 65, 27, 27, 35",2026-08-08,"Image pack, Reviews, Video, Image, People also ask, Related searches",informational,Organic
twitter shayari in hindi,16,16,720,31,0.00,https://eknazariya.com/,0,0,0.00,0.33,124,"7, 16, 55, 77, 100, 77, 100, 100, 77, 77, 1, 1",2026-07-12,"Image pack, Reviews, Related searches, AI overview",navigational,Organic
sad new shayari 2018,19,19,590,25,0.00,https://eknazariya.com/best-sad-shayari,0,0,0.00,0.33,151,"5, 17, 72, 100, 100, 100, 88, 88, 72, 72, 4, 7",2026-07-18,"Sitelinks, Reviews, Video, Video Carousel, Related searches, AI overview",informational,Organic
short shayari in urdu,14,14,170,32,0.00,https://eknazariya.com/,0,0,0.00,0.33,134,"54, 54, 81, 100, 65, 65, 81, 65, 54, 54, 27, 27",2026-07-06,"Image pack, Reviews, Video, Video Carousel, People also ask, Related searches",informational,Organic
janaza shayari,22,22,480,21,0.00,https://eknazariya.com/,0,0,0.00,0.33,144,"82, 82, 82, 82, 67, 67, 82, 100, 67, 67, 54, 44",2026-07-18,"Image pack, Reviews, Video, People also ask, Related searches",informational,Organic
ghalib ka sher,22,22,260,28,0.00,https://eknazariya.com/ghalib-shayari,0,0,0.00,0.33,145,"67, 44, 35, 35, 81, 81, 100, 54, 44, 67, 44, 44",2026-08-01,"Image pack, Reviews, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
jeet par shayari,20,20,170,23,0.00,https://eknazariya.com/,0,0,0.00,0.33,117,"100, 67, 67, 81, 81, 100, 67, 81, 81, 100, 43, 52",2026-07-11,"Image pack, Reviews, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
star shayari in hindi,9,9,110,31,0.00,https://eknazariya.com/,0,0,0.00,0.01,147,"19, 52, 67, 81, 67, 67, 52, 100, 81, 24, 24, 24",2026-07-31,"Image pack, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
4 line shayari,36,36,880,5,0.00,https://eknazariya.com/,0,0,0.00,0.33,144,"88, 88, 88, 88, 88, 88, 100, 100, 88, 88, 72, 59",2026-06-29,"Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
apne liye shayari in hindi,11,11,110,29,0.00,https://eknazariya.com/,0,0,0.00,0.33,117,"64, 64, 64, 64, 79, 100, 100, 79, 79, 79, 100, 100",2026-07-27,"Image pack, Reviews, Video, Image, People also ask, Related searches",informational,Organic
all hindi shayari,13,13,140,37,0.00,https://eknazariya.com/,0,0,0.00,0.33,155,"65, 65, 100, 82, 82, 82, 82, 82, 100, 82, 53, 53",2026-07-13,"Image pack, Reviews, Video, Image, Video Carousel, Related searches, AI overview",informational,Organic
delhi shayri,21,21,110,23,0.00,https://eknazariya.com/,0,0,0.00,0.33,147,"1, 3, 100, 29, 15, 10, 1, 1, 4, 1, 1, 1",2026-07-19,"Image pack, Reviews, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
nazar na lage shayari in hindi,34,34,140,18,0.00,https://eknazariya.com/,0,0,0.00,0.33,140,"67, 52, 67, 67, 52, 81, 67, 100, 81, 67, 33, 24",2026-06-25,"Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related searches",informational,Organic
time sad shayari,32,32,590,10,0.00,https://eknazariya.com/best-sad-shayari,0,0,0.00,0.33,140,"55, 55, 44, 55, 55, 67, 100, 100, 55, 55, 55, 44",2026-06-22,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
apno ki shayari,18,18,260,20,0.00,https://eknazariya.com/,0,0,0.00,0.33,128,"100, 82, 67, 54, 67, 54, 67, 67, 67, 67, 67, 67",2026-07-01,"Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related searches",informational,Organic
milna shayari,14,14,210,21,0.00,https://eknazariya.com/,0,0,0.00,0.33,134,"100, 67, 82, 67, 54, 54, 54, 67, 44, 54, 36, 18",2026-06-26,"Image pack, Reviews, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
famous shayar of india in hindi,20,20,110,17,0.00,https://eknazariya.com/,0,0,0.00,0.33,137,"81, 100, 100, 65, 54, 19, 15, 15, 15, 8, 4, 12",2026-07-07,"Image pack, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
not shayari,18,18,260,12,0.00,https://eknazariya.com/,0,0,0.00,0.33,141,"81, 100, 81, 81, 81, 81, 81, 100, 100, 100, 81, 81",2026-06-25,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
words for shayari,12,12,140,26,0.00,https://eknazariya.com/,0,0,0.00,0.33,154,"100, 82, 100, 100, 82, 82, 82, 82, 82, 53, 100, 65",2026-06-27,"Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
unique lines in hindi,16,16,140,26,0.00,https://eknazariya.com/,0,0,0.00,0.33,153,"1, 1, 6, 1, 67, 100, 19, 1, 1, 15, 1, 6",2026-07-24,"Image pack, Reviews, People also ask, Related searches",informational,Organic
dogri shayari,21,21,110,24,0.00,https://eknazariya.com/,0,0,0.00,0.33,124,"2, 4, 2, 100, 4, 2, 81, 54, 2, 2, 6, 2",2026-06-21,"Image pack, Reviews, Video, Video Carousel, People also ask, Related searches",informational,Organic
wafadari quotes in hindi,25,25,170,17,0.00,https://eknazariya.com/,0,0,0.00,0.33,130,"81, 100, 100, 81, 100, 81, 67, 67, 67, 67, 67, 67",2026-06-22,"Image pack, Reviews, Video, Image, Related searches",informational,Organic
fakiri shayari,21,21,110,19,0.00,https://eknazariya.com/,0,0,0.00,0.33,128,"65, 82, 100, 82, 82, 65, 82, 65, 65, 65, 41, 53",2026-07-10,"Image pack, Reviews, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
gulzar best shayari in hindi,14,14,170,23,0.00,https://eknazariya.com/gulzar-shayari-1,0,0,0.00,0.33,142,"81, 100, 65, 42, 27, 35, 54, 42, 65, 65, 100, 65",2026-08-02,"Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related searches",informational,Organic
shayar ke naam,19,19,110,17,0.00,https://eknazariya.com/,0,0,0.00,0.33,148,"79, 64, 79, 79, 50, 79, 100, 79, 79, 50, 64, 64",2026-07-07,"Image pack, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
poetry thoughts in hindi,1,1,140,23,0.00,https://eknazariya.com/,0,0,0.00,0.33,156,"12, 27, 42, 42, 42, 35, 35, 54, 35, 100, 100, 100",2026-08-19,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches, AI overview",informational,AI overview
ek line shayari,17,17,390,13,0.00,https://eknazariya.com/,0,0,0.00,0.33,127,"81, 81, 81, 81, 81, 81, 100, 100, 67, 67, 81, 67",2026-07-07,"Image pack, Sitelinks, Reviews, Video, Image, Ads bottom, People also ask, Related searches, Ads middle",informational,Organic
ek line shayari,42,42,390,13,0.00,https://eknazariya.com/,0,0,0.00,0.33,127,"81, 81, 81, 81, 81, 81, 100, 100, 67, 67, 81, 67",2026-07-07,"Image pack, Sitelinks, Reviews, Video, Image, Ads bottom, People also ask, Related searches, Ads middle",informational,Organic
r sayri,17,17,140,22,0.00,https://eknazariya.com/,0,0,0.00,0.33,141,"27, 42, 54, 35, 42, 65, 100, 81, 100, 35, 35, 27",2026-07-31,"Image pack, Sitelinks, Reviews, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
mast wali shayari,19,19,260,23,0.00,https://eknazariya.com/,0,0,0.00,0.33,103,"66, 81, 81, 100, 81, 81, 81, 100, 81, 81, 66, 81",2026-07-09,"Image pack, Reviews, Video, Ads bottom, People also ask, Related searches, Ads middle",informational,Organic
shayari text copy,29,29,1000,33,0.00,https://eknazariya.com/,0,0,0.00,0.01,85,"6, 9, 20, 30, 30, 34, 45, 45, 55, 100, 7, 9",2026-07-07,"Reviews, Ads top, Ads bottom, Related searches",commercial,Organic
sitare shayari,18,18,110,22,0.00,https://eknazariya.com/,0,0,0.00,0,142,"1, 1, 6, 1, 1, 4, 24, 24, 7, 19, 100, 4",2026-06-26,"Image pack, Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
mast si shayari,17,17,110,28,0.00,https://eknazariya.com/,0,0,0.00,0.33,139,"64, 79, 79, 100, 79, 64, 100, 100, 100, 100, 79, 100",2026-07-14,"Image pack, Reviews, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
top 10 shayari in urdu,14,14,110,25,0.00,https://eknazariya.com/,0,0,0.00,0,131,"100, 64, 79, 64, 79, 79, 79, 79, 64, 64, 79, 79",2026-06-25,"Reviews, Video, Video Carousel, Related searches, Short videos",commercial,Organic
yaaro ki mehfil shayari,20,20,170,19,0.00,https://eknazariya.com/mehfil-shayari,0,0,0.00,0.33,125,"100, 100, 100, 67, 67, 81, 81, 81, 81, 67, 52, 52",2026-07-27,"Image pack, Reviews, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
yaaro ki mehfil shayari,44,44,170,19,0.00,https://eknazariya.com/,0,0,0.00,0.33,125,"100, 100, 100, 67, 67, 81, 81, 81, 81, 67, 52, 52",2026-07-27,"Image pack, Reviews, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
star shayari,11,11,210,28,0.00,https://eknazariya.com/,0,0,0.00,0.33,83,"34, 44, 44, 66, 81, 81, 81, 100, 81, 81, 28, 34",2026-07-13,"Image pack, Reviews, Video, People also ask, Related searches",informational,Organic
shayari hindi copy paste,27,27,110,32,0.00,https://eknazariya.com/,0,0,0.00,0.33,90,"53, 65, 65, 65, 65, 65, 82, 100, 41, 41, 53, 53",2026-07-13,"Reviews, Video, Related searches",commercial,Organic
gay shayari,19,19,260,17,0.00,https://eknazariya.com/,0,0,0.00,0.33,122,"11, 16, 16, 13, 13, 16, 11, 16, 13, 100, 13, 13",2026-07-02,"Image pack, Reviews, Video, Video Carousel, People also ask, Related searches",informational,Organic
sad shayari likhi hui,16,16,170,36,0.00,https://eknazariya.com/best-sad-shayari,0,0,0.00,0.33,79,"81, 81, 81, 81, 67, 100, 81, 52, 81, 67, 81, 67",2026-07-23,"Image pack, Sitelinks, Reviews, Video, Featured snippet, Image, People also ask, Related searches",informational,Organic
zeher shayari,26,26,170,23,0.00,https://eknazariya.com/,0,0,0.00,0.33,150,"35, 42, 65, 100, 100, 100, 100, 100, 100, 81, 15, 19",2026-07-18,"Image pack, Reviews, Video, Related searches",informational,Organic
nida fazli best lines,21,21,480,21,0.00,https://eknazariya.com/nida-fazli-1,0,0,0.00,0.33,174,"54, 67, 67, 67, 82, 82, 100, 82, 82, 67, 54, 82",2026-06-21,"Image pack, Reviews, Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums",informational,Organic
hindi mein sher,10,10,210,19,0.00,https://eknazariya.com/,0,0,0.00,0.33,129,"81, 100, 100, 100, 81, 81, 81, 81, 81, 65, 65, 65",2026-07-10,"Image pack, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
buri nazar quotes in hindi,18,18,260,14,0.00,https://eknazariya.com/,0,0,0.00,0.33,121,"100, 100, 100, 100, 66, 81, 81, 66, 53, 66, 53, 53",2026-06-24,"Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related searches",informational,Organic
normal shayari in hindi,19,19,320,26,0.00,https://eknazariya.com/,0,0,0.00,0.33,108,"44, 67, 67, 82, 100, 100, 82, 67, 82, 82, 67, 67",2026-08-09,"Image pack, Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
shyari ki dyari,9,9,140,17,0.00,https://eknazariya.com/,0,0,0.00,0.33,146,"52, 52, 67, 81, 43, 81, 67, 81, 52, 100, 43, 24",2026-07-01,"Knowledge panel, Image pack, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
jhandu shayari,16,16,320,28,0.00,https://eknazariya.com/,0,0,0.00,0.33,113,"100, 100, 100, 82, 82, 100, 82, 67, 67, 67, 67, 54",2026-07-24,"Image pack, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
apne ke liye shayari,17,17,170,27,0.00,https://eknazariya.com/,0,0,0.00,0.33,119,"81, 81, 100, 100, 81, 81, 81, 100, 100, 81, 81, 100",2026-06-30,"Sitelinks, Reviews, Video, Ads bottom, Video Carousel, People also ask, Related searches, Ads middle, AI overview",informational,Organic
kisi ke liye shayari,14,14,140,30,0.00,https://eknazariya.com/,0,0,0.00,0.33,149,"100, 100, 100, 82, 65, 82, 100, 82, 82, 53, 65, 82",2026-07-24,"Image pack, Reviews, Video, People also ask, Related searches",informational,Organic
kisi ke liye shayari,22,22,140,30,0.00,https://eknazariya.com/,0,0,0.00,0.33,149,"100, 100, 100, 82, 65, 82, 100, 82, 82, 53, 65, 82",2026-07-24,"Image pack, Reviews, Video, People also ask, Related searches",informational,Organic
gazal ki shayari,11,11,170,24,0.00,https://eknazariya.com/,0,0,0.00,0,147,"81, 67, 100, 100, 52, 100, 100, 81, 43, 52, 100, 67",2026-07-13,"Image pack, Reviews, Video, Image, Video Carousel, People also ask, Related searches, Ads middle",informational,Organic
wasim bareilly,31,31,260,31,0.00,https://eknazariya.com/waseem-barelvi-1,0,0,0.00,0.33,109,"16, 12, 16, 19, 19, 24, 24, 24, 30, 24, 55, 100",2026-06-22,"Knowledge panel, Reviews, Video, Image, Video Carousel, People also ask","informational, transactional",Organic
aghori shayari,20,20,140,24,0.00,https://eknazariya.com/,0,0,0.00,0.33,69800,"100, 100, 100, 82, 100, 65, 53, 65, 82, 82, 53, 65",2026-06-27,"Image pack, Reviews, Video, People also ask, Related searches",informational,Organic
best shayari mirza ghalib,15,15,320,30,0.00,https://eknazariya.com/ghalib-shayari,0,0,0.00,0.33,148,"19, 29, 29, 29, 44, 54, 54, 44, 54, 100, 81, 81",2026-08-10,"Image pack, Reviews, Video, Ads top, Ads bottom, Video Carousel, People also ask, Related searches",commercial,Organic
